ap-east-1,c5.18xlarge,2840.1840
ap-east-1,c5.2xlarge,315.5760
ap-east-1,c5.4xlarge,631.1520
ap-east-1,c5.9xlarge,1420.0920
ap-east-1,c5.large,78.8940
ap-east-1,c5.xlarge,157.7880
ap-east-1,c5d.18xlarge,3234.6540
ap-east-1,c5d.2xlarge,359.4060
ap-east-1,c5d.4xlarge,718.8120
ap-east-1,c5d.9xlarge,1617.3270
ap-east-1,c5d.large,89.8515
ap-east-1,c5d.xlarge,179.7030
ap-east-1,d2.2xlarge,1398.1770
ap-east-1,d2.4xlarge,2796.3540
ap-east-1,d2.8xlarge,5592.7080
ap-east-1,d2.xlarge,699.0885
ap-east-1,g4dn.12xlarge,4400.5320
ap-east-1,g4dn.16xlarge,4895.8110
ap-east-1,g4dn.2xlarge,845.9190
ap-east-1,g4dn.4xlarge,1354.3470
ap-east-1,g4dn.8xlarge,2447.9055
ap-east-1,g4dn.xlarge,591.7050
ap-east-1,i3.16xlarge,4815.4560
ap-east-1,i3.2xlarge,601.9320
ap-east-1,i3.4xlarge,1203.8640
ap-east-1,i3.8xlarge,2407.7280
ap-east-1,i3.large,150.4830
ap-east-1,i3.xlarge,300.9660
ap-east-1,m5.12xlarge,2314.2240
ap-east-1,m5.16xlarge,3085.6320
ap-east-1,m5.24xlarge,4628.4480
ap-east-1,m5.2xlarge,385.7040
ap-east-1,m5.4xlarge,771.4080
ap-east-1,m5.8xlarge,1542.8160
ap-east-1,m5.large,96.4260
ap-east-1,m5.metal,4628.4480
ap-east-1,m5.xlarge,192.8520
ap-east-1,m5d.12xlarge,2717.4600
ap-east-1,m5d.16xlarge,3623.2800
ap-east-1,m5d.24xlarge,5434.9200
ap-east-1,m5d.2xlarge,452.9100
ap-east-1,m5d.4xlarge,905.8200
ap-east-1,m5d.8xlarge,1811.6400
ap-east-1,m5d.large,113.2275
ap-east-1,m5d.metal,5434.9200
ap-east-1,m5d.xlarge,226.4550
ap-east-1,r5.12xlarge,2927.8440
ap-east-1,r5.16xlarge,3903.7920
ap-east-1,r5.24xlarge,5855.6880
ap-east-1,r5.2xlarge,487.9740
ap-east-1,r5.4xlarge,975.9480
ap-east-1,r5.8xlarge,1951.8960
ap-east-1,r5.large,121.9935
ap-east-1,r5.metal,5855.6880
ap-east-1,r5.xlarge,243.9870
ap-east-1,r5d.12xlarge,3068.1000
ap-east-1,r5d.16xlarge,4090.8000
ap-east-1,r5d.24xlarge,6136.2000
ap-east-1,r5d.2xlarge,511.3500
ap-east-1,r5d.4xlarge,1022.7000
ap-east-1,r5d.8xlarge,2045.4000
ap-east-1,r5d.large,127.8375
ap-east-1,r5d.metal,6136.2000
ap-east-1,r5d.xlarge,255.6750
ap-east-1,t3.2xlarge,341.2896
ap-east-1,t3.large,85.3224
ap-east-1,t3.medium,42.6612
ap-east-1,t3.micro,10.6653
ap-east-1,t3.nano,5.3327
ap-east-1,t3.small,21.3306
ap-east-1,t3.xlarge,170.6448
ap-east-1,x1.16xlarge,7771.0590
ap-east-1,x1.32xlarge,15542.1180
ap-northeast-1,a1.2xlarge,187.5924
ap-northeast-1,a1.4xlarge,375.1848
ap-northeast-1,a1.large,46.8981
ap-northeast-1,a1.medium,23.4490
ap-northeast-1,a1.metal,375.4770
ap-northeast-1,a1.xlarge,93.7962
ap-northeast-1,c1.medium,115.4190
ap-northeast-1,c1.xlarge,461.6760
ap-northeast-1,c3.2xlarge,373.2855
ap-northeast-1,c3.4xlarge,745.8405
ap-northeast-1,c3.8xlarge,1492.4115
ap-northeast-1,c3.large,93.5040
ap-northeast-1,c3.xlarge,186.2775
ap-northeast-1,c4.2xlarge,368.1720
ap-northeast-1,c4.4xlarge,736.3440
ap-northeast-1,c4.8xlarge,1472.6880
ap-northeast-1,c4.large,92.0430
ap-northeast-1,c4.xlarge,184.0860
ap-northeast-1,c5.12xlarge,1875.9240
ap-northeast-1,c5.18xlarge,2813.8860
ap-northeast-1,c5.24xlarge,3751.8480
ap-northeast-1,c5.2xlarge,312.6540
ap-northeast-1,c5.4xlarge,625.3080
ap-northeast-1,c5.9xlarge,1406.9430
ap-northeast-1,c5.large,78.1635
ap-northeast-1,c5.metal,3751.8480
ap-northeast-1,c5.xlarge,156.3270
ap-northeast-1,c5d.12xlarge,2138.9040
ap-northeast-1,c5d.18xlarge,3208.3560
ap-northeast-1,c5d.24xlarge,4277.8080
ap-northeast-1,c5d.2xlarge,356.4840
ap-northeast-1,c5d.4xlarge,712.9680
ap-northeast-1,c5d.9xlarge,1604.1780
ap-northeast-1,c5d.large,89.1210
ap-northeast-1,c5d.metal,4277.8080
ap-northeast-1,c5d.xlarge,178.2420
ap-northeast-1,c5n.18xlarge,3576.5280
ap-northeast-1,c5n.2xlarge,397.3920
ap-northeast-1,c5n.4xlarge,794.7840
